booking_id,guest_id,room_type_id,channel_id,country_id,checkin_date,checkout_date,adults,children,total_price,is_cancelled
afbb4cde-c411-4a83-b825-2186a4e114b3,225,,4,2,2024-11-29,2024-12-03,2,0,371.18,0
df2a37bb-0f03-4430-92ce-067cdfda031f,113,1,1,1,2024-07-22,2024-07-26,1,0,866.65,0
016015aa-7316-4bdf-a2de-90eea351c5dc,264,2,3,,2024-11-27,2024-12-01,2,,280.85,1
fd29a1cd-edae-42bc-8c8e-da2138f4e96b,209,2,1,2,2025-02-04,2025-02-11,3,,440.55,0
7620f674-8b1b-4567-8e0e-ebc6f5ff6818,51,1,4,6,2024-08-17,2024-08-19,2,1,230.7,1
e8890462-56c6-4363-bf12-e1e279732947,72,4,2,5,2025-02-09,2025-02-17,2,0,470.97,0
39becaed-34de-42ae-a0c5-55701427d0c0,26,,,1,2024-06-18,2024-06-20,2,1,436.09,1
6a2a5641-2a95-4e1f-bc87-9eba2be97ad2,110,4,1,3,2025-03-15,2025-03-22,1,,301.94,1
aea557a3-0ce2-40f7-b6d9-8314b98f79a2,147,4,,,2024-07-01,2024-07-04,2,2,256.82,0
fd204618-bc14-4d39-966b-40768f330016,297,,,1,2024-07-12,2024-07-18,1,0,604.97,0
ab33cf4f-40e9-4bef-b6d7-74f40785a6f9,30,,1,3,2024-11-23,2024-11-25,1,1,433.59,0
fc062fb6-ae58-4a9b-9336-3f3022e8e426,297,,1,2,2024-06-20,2024-06-27,3,2,244.05,1
9ab12871-aa06-492a-9f3e-f2dd9420e28d,123,3,4,3,2024-12-20,2024-12-25,,2,932.57,0
6bd27949-1122-41b0-894b-e7587d6658a4,5,4,,2,2024-08-31,2024-09-02,2,2,175.83,1
d434af87-954a-4da4-aa7d-828c0766b3a2,36,2,3,5,2025-01-06,2025-01-09,,2,631.09,0
c41e33e3-0d86-4b25-b892-c78f3c6e487a,284,3,,2,2025-01-21,2025-01-24,3,0,895.23,0
2ad06f4c-66b6-4d5c-9096-5ac30ca123a8,140,3,,4,2024-10-18,2024-10-24,2,2,530.14,1
2746f05a-d5cf-47fa-80ad-bde2b1972fa4,27,1,,,2024-05-23,2024-05-28,1,0,366.88,0
0a11d4c1-0851-4e73-8a34-aa3b65d47e3a,135,2,,,2024-08-03,2024-08-12,,0,156.28,0
882e320d-9350-4d66-ad2b-8bce0a9a0388,280,1,3,3,2024-08-19,2024-08-26,2,0,342.85,0
3fcc0905-6819-4b0e-bde1-c1045aa01479,184,2,,4,2024-10-11,2024-10-13,3,,975.15,0
b7c10012-b816-4e39-8f66-2a19aea2f87f,122,2,2,,2024-05-16,2024-05-17,2,2,793.27,1
87ac2dc6-12e7-43d1-b7e9-325124e49f2c,128,3,2,2,2024-08-30,2024-09-06,1,,261.31,1
c27f07a9-aec6-4f38-bf0b-6bb3e29f5394,180,3,2,4,2024-10-26,2024-10-27,2,,361.85,0
3b836d76-d3e7-4c73-8e0e-99828bed2575,143,3,,,2024-07-26,2024-08-04,3,0,159.57,1
f96e4c76-6405-49c7-aebe-a26ffee84aed,92,,3,1,2025-01-11,2025-01-13,,2,742.12,1
564176d9-594e-4046-b052-756512baa59d,224,,,2,2024-08-01,2024-08-08,2,2,92.17,1
183a0911-b66a-4cfb-866e-e122f4de3b79,1,,,4,2024-06-25,2024-07-01,,0,951.43,1
acb0992f-8cf5-46f0-9341-21467685bb70,161,,1,5,2024-06-01,2024-06-10,3,,359.87,1
9a84ae6d-4b2b-495c-9696-bb6d4858ef3c,284,2,2,,2024-06-29,2024-07-06,2,2,435.77,0
56274d52-f858-47b1-b8ba-e1b6083d1440,156,3,2,,2025-01-18,2025-01-28,3,,469.7,0
0d151e64-74a0-4102-b65f-08df8cfc3321,262,4,,3,2024-09-27,2024-09-29,3,2,138.72,0
3eb4b96a-9ff5-4a6f-a331-d200967b707c,159,2,2,3,2024-07-30,2024-07-31,1,1,984.74,0
ae63fe30-95ae-4af8-9f6e-a5be04136471,234,4,,4,2025-01-17,2025-01-24,,,281.79,0
21839387-9e7d-4c8d-a4dc-be89e79cc0fd,55,4,2,3,2024-09-27,2024-10-06,,0,579.54,0
5f58c6da-9227-4775-b110-562c86e05174,234,2,4,6,2025-03-30,2025-04-07,,,902.35,1
eac1b9df-6fae-4799-81ee-aee2f8030e2e,231,3,2,5,2025-01-03,2025-01-12,,1,310.87,0
2855b774-8a20-43f1-8be5-9f83502110d3,147,2,3,6,2024-10-09,2024-10-15,1,1,193.29,1
6e662b38-353c-48dc-9d84-dddc460e5f7c,79,,2,2,2025-02-06,2025-02-13,,2,565.48,1
3afeb6b3-e42e-4a45-b360-50dd9359afcd,32,2,4,,2024-04-24,2024-05-04,1,,503.13,1
10068856-34f6-4f57-b495-bf6e8fa6c8fd,153,4,4,4,2024-07-10,2024-07-18,2,2,464.04,0
b162a4af-bccc-420d-8027-5a3853671592,200,3,,,2024-09-20,2024-09-23,,1,981.69,0
ee3b79df-fe08-4000-a2c2-7f9b5cca2311,202,,,1,2025-01-06,2025-01-08,,1,873.51,0
e415e5f6-8b04-42fd-ae14-b36c261e33f9,26,3,4,6,2024-10-09,2024-10-13,,2,370.63,1
38400c4e-ff54-4169-8c6c-e07810b8dfce,143,4,3,2,2025-03-23,2025-03-31,1,0,999.91,1
a8ff8aea-baa9-446f-a61d-f9f3239fb2b0,115,,1,1,2024-07-18,2024-07-19,2,1,847.27,0
c30143cc-b599-4e08-a5f0-b15dc3bd6b8c,123,2,4,2,2025-01-19,2025-01-29,2,,714.49,1
78598515-7ed5-4e68-8f2d-fd20544f2bf9,86,,,2,2024-05-18,2024-05-21,3,0,599.75,1
0ebc407e-f084-4d2b-9f37-cf3c15e10fd1,295,,4,,2025-02-04,2025-02-08,1,1,146.81,1
d5425042-3a10-47f3-af6c-e0ac5367c16c,62,,1,6,2025-03-18,2025-03-27,,2,115.51,1
1ad3d119-a2e6-4f49-b7ea-bab19f4c3ff3,7,4,4,2,2024-08-15,2024-08-22,3,,721.94,1
69cbcc77-fe4b-4042-83bd-37345518650b,91,,,5,2024-07-22,2024-08-01,,,463.8,1
bf36706f-fa5c-4af2-80b1-80f77dd097bb,166,2,1,5,2024-07-12,2024-07-20,2,,591.36,1
148bde53-2cee-4048-a569-2f123e4dd00c,173,1,4,6,2024-08-14,2024-08-17,,1,387.08,1
ffbe93b8-975d-402e-8154-99a58988c441,175,3,,5,2024-05-06,2024-05-15,1,1,131.33,1
050b8bc7-a8f9-4560-a558-5b2a08d76c89,251,,2,,2024-12-27,2025-01-04,,0,138.4,0
ea064574-61c8-46d0-bccd-737023bb92fb,208,,2,5,2024-04-14,2024-04-24,3,,575.8,1
addd5487-3561-4eb9-9af3-f4812a60d1b1,218,,,6,2025-02-19,2025-02-25,,2,341.29,0
81ba9170-57fa-4c33-8b5d-1271e701c455,62,,2,6,2025-02-20,2025-02-22,2,1,255.57,1
a1c17334-2607-4cb1-a137-3cd18575786a,142,,,5,2024-06-09,2024-06-11,2,2,266.11,0
6380d387-9b0f-4918-8150-73a03d30e766,155,1,,3,2024-08-14,2024-08-19,1,0,575.69,0
30e367f3-527c-46eb-aaf1-11ffb63482bd,252,1,1,5,2024-12-17,2024-12-25,,,373.67,0
a3dffdec-04ed-4931-84e9-4dda6166d685,130,4,1,2,2024-10-03,2024-10-10,,0,598.17,0
dd534d8c-cce0-4a64-bda1-dd7a7f66af98,78,2,,5,2024-08-18,2024-08-20,2,0,580.17,1
e04e7489-df5b-4ba8-88c9-1771226e04b9,116,,4,,2025-04-07,2025-04-15,3,,340.11,0
e3f1b48f-9cf0-4df2-adbe-f631392dbe05,51,2,,4,2025-01-27,2025-02-01,1,1,277.87,0
9d01bc09-ac9b-4610-85a2-29b39db79492,81,1,4,,2024-07-05,2024-07-15,,2,81.01,1
cf18d984-ad5f-4712-be96-5394f29726ab,145,,4,2,2025-03-23,2025-03-27,3,1,453.88,0
2d4310ec-9c60-4476-a6a6-95acef2c50cc,77,3,2,2,2024-08-28,2024-08-29,2,2,615.29,1
e5cdcc4f-ce68-47b2-a027-f270ad1e2510,225,1,4,5,2024-10-21,2024-10-28,3,,465.87,0
5f45424b-f598-4666-9260-fc3c8bde8ac8,222,,3,5,2024-05-30,2024-05-31,1,1,963.82,0
82a40721-6f21-44d4-b28a-a151223d8704,138,,1,3,2024-08-28,2024-09-05,,2,222.41,1
e9c00346-1e8d-47cd-9e9e-f281b8931777,252,1,4,6,2024-12-23,2024-12-30,3,2,686.63,0
2b16f37b-6913-4d30-99cb-1d151040e03b,169,4,,,2024-11-09,2024-11-14,,0,482.08,1
647a92b5-0fb8-4b6d-8c02-837a719d5331,130,3,1,,2025-04-01,2025-04-10,1,,442.59,0
fdf1ae54-a9f6-416b-aaff-72358e18bccb,266,3,,,2025-02-18,2025-02-26,1,1,303.7,0
a549f909-8192-4f14-9472-cca3037a0ac1,148,4,,,2024-07-21,2024-07-23,1,1,724.29,1
cf17010a-6101-44c8-a4e6-06a1b87ee21d,283,1,,,2024-08-30,2024-09-01,2,0,488.38,0
9e7b56dc-c8ec-40fb-9dd3-8d1c662a67a6,79,4,,5,2025-01-11,2025-01-20,3,,842.99,1
45ae660a-dadd-4729-bbbc-e5dcb9e1939f,125,4,,3,2024-06-16,2024-06-23,2,1,870.83,1
73093fcd-8c74-49c2-b59c-3d6a8f917724,213,3,,5,2024-10-10,2024-10-11,3,2,845.6,1
a698eb25-34cb-4ae7-80fc-25154eaf9ff1,77,4,,,2025-01-13,2025-01-19,3,,482.58,1
24d6512e-8bf3-48af-a203-d440ba243cb0,97,,2,,2024-07-28,2024-08-01,,0,352.27,1
1a743b3d-1600-46eb-9b2b-f28c28c44611,196,4,,3,2025-03-03,2025-03-11,1,1,527.18,1
3f51e818-139d-43ba-98f1-77d85873b886,52,4,1,,2025-02-19,2025-02-20,2,,877.39,0
6e807a8a-c2d3-484b-ae49-e8233c654f41,39,4,3,6,2024-07-15,2024-07-25,,0,859.18,1
dd0942bd-c72b-43eb-a586-c0042f254ae8,163,,,,2024-05-16,2024-05-25,1,0,273.03,1
7d7f698e-71a5-4a71-bc06-0eaa988a522c,117,,1,,2024-09-01,2024-09-03,1,,208.05,1
3ecd58ab-a7c5-4b39-89ba-a01838e12708,15,1,3,1,2025-04-07,2025-04-12,3,2,459.15,0
46c1a922-d319-4353-bcb1-ce1b66e42dc1,272,4,,3,2025-02-28,2025-03-03,2,0,629.02,1
4d02fb6e-e534-4dc0-832c-677ebc731049,124,4,,3,2024-09-02,2024-09-06,,2,486.59,0
7fab80e3-eab6-4290-bae5-6cbb5180ee66,239,3,,3,2025-04-09,2025-04-11,,2,988.27,1
57d61ce0-a4ad-4f46-860a-b0d6cda76226,218,,3,,2024-09-11,2024-09-16,2,,860.67,0
54bc91aa-d84f-4369-bbd6-b8d4d6a810b1,122,4,,6,2024-09-05,2024-09-15,3,2,70.84,1
64952e5f-090e-4903-8aa6-d7a91e840602,141,1,,1,2025-01-27,2025-02-06,,2,786.95,0
e3df7c20-e22e-4114-9a54-def574f68809,181,2,,4,2024-08-26,2024-09-05,3,1,646.84,0
f8e64fb1-2e3b-4bff-8507-e5277ccdcee1,159,4,1,6,2025-03-24,2025-03-27,1,2,360.38,1
fe4ea7ea-329e-4ffb-b102-cbfd833af572,90,2,2,6,2024-08-21,2024-08-30,3,1,294.12,1
cfc6cb61-e32e-49c3-9864-04dbc808c4df,152,,3,2,2024-04-20,2024-04-28,1,1,766.44,0
c8fc72d5-d37a-4405-acab-c9dc0dee2b1c,204,,3,2,2024-07-13,2024-07-20,1,2,559.74,1
e46974db-5a55-4a39-a7bc-f71d5d9dc854,189,,,5,2024-10-28,2024-11-07,,2,152.93,0
9b50f198-3226-4f70-8824-9c7209bc43bb,242,1,,6,2024-10-09,2024-10-19,2,0,653.63,1
db908821-3a1f-404f-a907-eb02e39e2ddd,155,,4,2,2024-10-02,2024-10-05,1,0,339.15,1
2e29e99e-bae8-4b1a-a258-675cd853761f,60,1,2,3,2024-06-27,2024-07-04,,2,686.96,1
8a86ef24-fd7a-4375-8295-97f74fdf372a,80,4,,2,2024-09-08,2024-09-16,,2,81.08,1
d2b8beae-8ec2-45c6-83ce-ef976f9917d5,112,4,4,4,2024-06-14,2024-06-20,1,2,567.24,1
20465c49-493c-4c85-a786-754a542eff41,32,4,3,4,2024-04-15,2024-04-17,,0,679.63,0
04146872-8e58-403b-97c9-27070ca5326f,26,3,2,3,2024-12-18,2024-12-28,2,0,838.33,0
3fd5575d-e529-46b8-ae2f-224bd67d462e,111,2,3,3,2024-06-29,2024-07-09,1,2,865.49,0
fb817037-85fd-4479-a445-00bb20c98f9d,67,,3,3,2025-03-13,2025-03-15,1,1,64.12,0
7fb9ce68-970e-4e74-bfec-9990c7d1055a,166,1,2,5,2024-07-15,2024-07-16,2,,549.78,0
895fc38d-aac9-42cf-a256-9984ca7e031d,244,4,3,2,2025-02-22,2025-03-02,2,0,740.88,1
4c850315-7d5b-4979-b4ea-152c8c8504cf,235,,1,1,2025-02-11,2025-02-19,,,701.79,1
facf20ad-63e2-4dd7-9f25-eaf3a258a81a,228,1,1,6,2024-12-11,2024-12-21,2,0,169.88,1
61451fe3-db7e-467f-b102-264c15c0c40e,196,,,5,2024-12-01,2024-12-09,,0,803.44,0
e3834649-b655-4972-93b7-fdaab68bf7b7,283,,2,,2025-03-01,2025-03-09,2,,371.99,1
002673df-e831-4e18-ba9f-1544c9c08c50,205,4,,2,2024-08-27,2024-09-02,,2,681.85,1
9d2d086b-6dbc-4f0b-9e74-2172cf1ffb0e,79,,4,2,2024-10-24,2024-10-26,1,0,460.28,1
607730f3-4c7f-439d-85b4-215c1d2824ee,67,,1,6,2024-11-08,2024-11-10,,2,879.93,1
11af0dc7-458a-4188-8269-2a06ba66c2a9,27,3,,5,2025-02-11,2025-02-17,1,1,196.99,1
a6f532a4-f5a0-48f9-a3f1-c203d0637715,115,1,3,6,2025-01-05,2025-01-07,3,1,816.86,0
e1dcd273-a4e8-46ca-bf51-c8a01433e049,137,1,2,5,2024-08-12,2024-08-17,3,2,55.8,0
08df9762-1be9-4aea-b70b-98c558baf4f0,290,,4,2,2025-01-23,2025-01-26,1,0,758.81,0
ecaf9c38-d8f6-4646-a3d9-2d60a8be5f2b,193,4,4,6,2024-09-13,2024-09-16,3,2,735.52,0
2c5a6d3d-453b-439e-87ae-14ddecce1fea,27,2,2,1,2024-06-12,2024-06-14,3,,678.84,1
30834d9e-b165-4368-a34e-efa3f2ab146e,227,4,3,4,2024-11-20,2024-11-29,1,2,458.42,1
33f7d173-ae85-4951-bd66-8cf759b92bb3,250,,,5,2024-09-20,2024-09-21,2,,985.22,0
824994eb-e5d9-426d-a79b-0644970b8352,4,2,3,4,2024-12-19,2024-12-22,3,2,361.72,0
ad250bb2-c68f-4087-bdfa-b02d493b8560,255,,4,3,2024-09-13,2024-09-16,,1,525.25,1
b90266f4-4414-433b-9d16-569212c9b59f,37,4,,1,2024-07-17,2024-07-24,1,,925.1,1
f93a553d-62b6-40b5-98ee-fcc78bb90e0e,295,4,,,2024-06-21,2024-06-28,3,0,434.78,1
38827795-c701-44a8-8f56-37a9f5be0bbb,88,,4,6,2024-11-11,2024-11-13,,0,281.15,1
ae8270d6-3aa7-4d9a-a9f5-b5d32df99f4c,269,1,4,5,2025-03-09,2025-03-15,2,2,790.16,0
23da4e20-112e-45cb-b61b-3492a4bf6ef8,262,,1,4,2024-11-07,2024-11-13,3,1,274.46,0
524213af-91cf-44ed-8f0a-b03697720d89,132,2,2,3,2024-11-07,2024-11-09,2,,490.76,1
60ecf58e-c921-4703-8787-f3a3cf978ab7,290,,,6,2024-09-27,2024-10-03,2,,114.87,1
124bdcfc-cf5d-4aff-8a8e-6ea87f89c766,156,3,,1,2024-07-18,2024-07-24,1,2,488.66,0
2115a887-2b37-4715-93c8-f2eab136d6f5,30,3,3,2,2025-01-19,2025-01-21,,,601.31,0
6df4f23d-6faa-4222-a209-932383e7601f,231,,,4,2024-11-12,2024-11-18,,1,959.84,1
04df0046-e1b4-422c-abc9-b9d9caa23ef4,53,3,,2,2024-06-16,2024-06-25,2,0,285.36,1
f648910a-8793-4bcf-86f9-be19fcfcf9ac,225,,,3,2025-02-18,2025-02-24,3,2,418.05,1
fcd3ef98-9497-48a8-a6fb-858206ccbe38,27,,,6,2025-03-11,2025-03-13,3,0,580.07,1
f535644c-dbf8-41ac-8f4a-7a34e447b777,146,3,,3,2024-11-21,2024-11-27,1,1,920.91,1
4f70e303-ce18-4295-bb4f-3acba2f71e74,201,2,,2,2024-09-14,2024-09-19,,2,822.53,0
66db94df-186f-480a-926e-8cc4186436d1,217,,3,1,2025-01-23,2025-01-29,3,1,953.61,1
f4469891-2664-4f60-84f3-288e1c227053,249,2,2,3,2024-12-16,2024-12-19,1,2,852.21,0
04f03fcf-5d95-4f7f-a35a-f5d29bb25782,260,,,1,2024-04-25,2024-05-01,2,,196.54,0
b1df8260-7dfd-42e8-837b-395b1691afd6,85,,4,1,2024-12-26,2025-01-02,3,1,971.11,1
a2054702-239a-4bf0-b666-01b5e1e51af3,230,2,,4,2024-07-08,2024-07-13,,1,399.45,1
0b7803b3-cb4c-4eae-8f69-c02240120839,237,3,4,,2025-01-21,2025-01-24,2,1,879.35,0
4f89bbfc-44ea-46a8-a2cc-819d6ea98228,247,3,,2,2025-01-05,2025-01-14,1,2,129.68,0
24cb945c-e1fe-44fa-963b-39d5b31a6fd9,140,4,,3,2024-05-25,2024-06-01,1,1,825.87,1
3f1c6742-28e7-451c-8725-55d3c970fc51,14,4,1,,2024-11-06,2024-11-15,3,1,416.86,0
4930be76-b570-47c8-b66d-a4104eac0f7e,192,2,1,6,2025-01-25,2025-01-27,3,1,180.72,1
1a8d92e7-198f-4e81-a912-5efd7e1293e7,242,,2,,2024-09-13,2024-09-21,1,0,68.05,0
d17bd83b-7596-4002-ab71-6f6bd4e91679,77,,,,2024-06-12,2024-06-14,3,1,336.09,0
efdf0144-62d2-4a6a-bd4d-9942f7edd81f,123,4,,,2024-06-01,2024-06-03,1,,616.9,0
b3801cb8-9be2-4203-b06c-f24d70835bbc,264,,2,3,2024-10-25,2024-10-30,,0,634.07,0
8b3c7c5c-b077-4848-ae5d-0fa49c6b91c9,293,4,2,2,2025-02-25,2025-03-06,3,0,955.73,0
81f3d99b-6f7c-47b0-be3b-0c35efcd1af0,200,4,1,,2024-11-08,2024-11-14,3,0,389.24,0
d8af2dc4-fc44-4381-9411-63b395fab467,177,2,,2,2025-03-18,2025-03-28,3,1,92.12,1
41d20e38-b6b6-4a00-ae2c-f1ddd95c024a,90,,4,,2025-04-07,2025-04-10,2,0,730.24,1
a1a9b919-e9b0-4b51-a79e-7101f85d4389,19,3,2,1,2024-08-15,2024-08-19,1,2,936.7,1
5865775f-c8ab-4fae-8b7a-4ac8750cf4ec,279,4,3,1,2025-02-15,2025-02-19,3,2,869.03,0
bc5b7179-c77e-42de-aa55-d4f558cbc6ae,170,3,1,6,2024-11-08,2024-11-15,,,899.91,1
6fc28bf5-e0d6-441f-82f8-d15e4af6c0e8,174,2,4,,2024-12-13,2024-12-19,3,0,740.73,0
aa480552-35e6-42a8-b72f-bdfee0929e34,221,,2,5,2024-05-30,2024-06-05,1,0,361.52,1
dab7608f-5d2a-4caa-a8bc-ea3660256baa,157,4,,,2024-11-23,2024-11-26,,2,474.77,1
d840dd43-a104-49dc-a5d3-cbf5c7e05d8d,223,3,,1,2024-08-01,2024-08-03,,2,537.43,0
285814cc-ee5e-4924-b16e-3006e2f5e95e,16,2,,,2025-01-16,2025-01-17,2,0,274.2,1
c8145c7b-abfc-4d48-80fb-6f7929f69ba0,186,4,,1,2024-08-01,2024-08-11,2,,951.38,1
ab0c36a1-a7ab-44a8-9d4c-7dab56bea6e6,228,1,,3,2024-11-04,2024-11-13,3,,348.67,1
83188e6b-e6dd-4659-8bb3-0c5f73995341,128,1,1,3,2024-09-11,2024-09-19,,0,298.69,1
d8c7077f-7a29-4074-b865-1c7d83a5dec1,229,2,,5,2024-12-26,2025-01-03,2,0,178.94,0
75927cee-457d-4d28-8673-a47debf94cd1,232,2,,,2024-12-05,2024-12-07,3,2,724.06,1
aaaac8d3-7dab-4c6f-a418-08e492fa06e4,154,2,,3,2024-09-21,2024-09-27,2,0,985.88,0
5ed2c5eb-7008-401e-a833-b8297c780d27,122,4,1,6,2024-12-24,2025-01-02,3,,813.48,0
1694afc3-e9db-49f3-aaac-38c7c94ca098,45,1,3,,2025-01-25,2025-02-02,,,832.17,0
d054f537-e887-4fcf-aa2c-1ee26a0618ea,65,3,,2,2024-10-06,2024-10-14,,2,171.92,0
105b328e-6de2-49a1-8fa8-825c3a56cf40,67,4,,1,2024-10-18,2024-10-20,2,2,206.42,1
c4a49737-6f69-46f2-b63e-6af2aaac7f1a,116,3,,5,2025-03-03,2025-03-05,3,1,653.3,1
62789f80-df2b-496b-b24b-aa3f11bcd14c,65,,3,2,2024-05-07,2024-05-16,2,1,212.64,1
3940d02e-97f5-4fe1-bb7f-ba0f603a7288,289,1,1,2,2025-01-20,2025-01-21,3,1,778.61,1
39f52a4a-0fa6-4537-9381-747cb447f941,16,4,,5,2025-03-11,2025-03-16,,1,814.45,1
0095496b-3662-4cc1-ac1f-0f9733c4281d,153,4,1,1,2024-10-26,2024-10-29,,,510.04,0
d68a8955-f181-43c1-9230-b980c446f256,175,,2,6,2024-05-04,2024-05-10,3,,174.23,1
03eede8e-ba7f-43ba-b89c-0bcaa2e9fc9f,264,,1,6,2025-01-03,2025-01-07,,0,304.1,0
1de6230c-6701-42a0-9a05-8f423b8bfc5a,73,1,1,5,2025-03-16,2025-03-23,,1,964.55,0
c006e4e0-58c7-4888-96ef-3d0ff3e4bfe6,168,,,6,2024-07-05,2024-07-09,2,,996.17,1
b334a987-0873-4a91-a079-e2305883df5d,256,3,4,1,2025-02-10,2025-02-12,,,968.35,0
707801ab-3d8b-48ba-a673-26abf19e6134,299,3,1,1,2024-10-08,2024-10-13,,,321.46,0
a3d929eb-3b10-4775-9048-b84b51ed06ec,56,4,2,5,2024-11-16,2024-11-22,,2,92.98,0
b57f584e-3662-42f3-a3a5-a79588e8761e,292,,2,6,2025-03-02,2025-03-11,3,0,417.03,1
44ff4e19-40a1-4fb0-8315-4f452dea7564,282,3,,2,2024-04-17,2024-04-20,1,,404.54,1
cf956028-5f6c-49c6-938f-fad2e2bb30a7,286,3,2,4,2024-08-26,2024-09-05,,0,93.04,0
576e0efd-3b37-45c0-bd75-e0a6a542c270,171,4,,,2024-12-21,2024-12-24,2,2,934.8,1
13713243-ad62-470c-a2be-beff233848f4,84,4,,5,2024-07-10,2024-07-20,3,,723.3,1
9fd69705-b0f1-4804-96e9-0dfda394f89d,244,1,3,6,2024-06-25,2024-06-27,,2,806.92,0
423991b1-bf3a-4a78-9a4f-82e19edd8b0e,243,3,,4,2024-12-02,2024-12-03,,1,548.02,1
a723b09c-2863-4743-b672-80f894d1cef9,76,,2,1,2024-11-06,2024-11-16,1,1,67.99,1
d982cd55-3c29-4dea-af53-00320a67d79b,215,2,4,4,2024-11-03,2024-11-10,,0,720.49,0
b46e6189-599c-49e0-b1cb-ddf39f5fa1d7,288,3,,,2024-04-12,2024-04-21,,2,958.85,1
8f9c5840-1030-4d0d-a259-9b5e4cd9fbe4,273,3,,6,2025-03-23,2025-03-28,,1,959.47,1
410a08bd-8d74-49c1-8308-dbbecc66dc42,286,3,2,5,2024-07-02,2024-07-07,2,,351.19,1
a0b693c2-cf52-456f-bf5a-945d86aa2f83,287,,3,5,2024-04-20,2024-04-22,,,827.46,0
0f72fe88-2c2c-4684-99d5-1af075e2bcc1,149,1,3,2,2024-04-16,2024-04-22,,2,759.97,0
bcaa8688-09f3-4ca1-93a2-04b4144cfc41,104,,3,5,2024-12-15,2024-12-18,1,1,280.34,0
3650f79c-7e1a-4f39-bdd1-b883f1d7f6c6,120,1,1,,2024-10-14,2024-10-20,,0,697.13,0
ad5d5274-fd2f-449f-b2d4-2c96b8d1c76d,3,,2,,2024-12-16,2024-12-24,,1,768.12,1
93648a95-8bba-415c-a656-7a63af4d0e9d,165,3,,1,2024-09-05,2024-09-07,2,0,917.57,0
1e6c6687-e4a3-4cea-be56-9417ce8f6bed,214,2,1,,2025-02-14,2025-02-22,2,2,882.91,0
a1efd2bc-d0d5-4d82-8f3e-c497f3c57529,153,,,2,2024-05-28,2024-06-03,3,,989.64,1
0a71c863-7df5-4cab-815e-8500b9dee0e1,69,,4,5,2024-09-18,2024-09-22,1,2,204.37,1
927e9e7a-755d-4b89-8d79-e7ae880ec3d2,132,,2,1,2024-09-28,2024-10-04,3,1,216.72,1
9b94e666-cb2a-4249-a9ec-e9182574be4d,219,,3,2,2024-04-11,2024-04-18,1,1,982.6,1
355d0a9d-2b32-4ad2-bc8f-3b332a9168f4,166,2,1,5,2024-08-18,2024-08-25,2,,766.07,1
0ac60e14-82ed-402e-895f-75651b34388b,155,,,1,2025-03-06,2025-03-11,3,1,109.02,0
13ab3dff-e2ff-424a-bdf3-9b515effa040,239,3,2,,2024-10-07,2024-10-16,3,0,656.78,1
3d741b90-fe9b-41a8-99df-530909608e75,189,,2,4,2024-08-26,2024-08-29,,1,482.23,1
ea01ce19-4325-4a35-86e0-b3810457010b,213,,,,2024-08-30,2024-09-08,2,1,696.32,0
336fb6e0-4b70-440b-8cbf-aeb47e97ecd0,270,4,,6,2024-08-10,2024-08-12,1,0,837.34,0
